Date,Papers_DDoS,Papers_Phishing,Papers_Ransomware,Papers_Password_Attack,Papers_SQL_Injection,Papers_Account_Hijacking,Papers_Defacement,Papers_Trojan,Papers_Vulnerability,Papers_Zero_day,Papers_Advanced_Persistent_Threat,Papers_XSS,Papers_Malware,Papers_Data_Breach,Papers_Disinformation/Misinformation,Papers_Targeted_Attack,Papers_Adware,Papers_Brute_Force_Attack,Papers_Malvertising,Papers_Backdoor,Papers_Botnet,Papers_Cryptojacking,Papers_Worms,Papers_Spyware,Papers_MITM,Papers_DNS_Spoofing,Papers_Pegasus_Spyware,Papers_CoolWebSearch_Spyware,Papers_Gator_GAIN_Spyware,Papers_180search_Assistant_Spyware,Papers_Transponder_vx2_Spyware,Papers_WannaCry_Ransomware,Papers_Colonial_Pipeline_Ransomware,Papers_Cryptolocker,Papers_Dropper,Papers_Wiper,Papers_Pharming,Papers_Insider_Threat,Papers_Drive_by,Papers_Rootkit,Papers_Adversarial_Attack,Papers_Data_Poisoning,Papers_Deepfake,Papers_Deeplocker,Papers_Supply_Chain,Papers_IoT_Device_Attack,Papers_Keylogger,Papers_DNS_Tunneling,Papers_Session_Hijacking,Papers_URL_manipulation,Papers_Unknown_Attack
2021-06,120,44,24,17,9,1,1,14,55,7,14,6,305,83,63,10,1,12,0,21,36,2,2,0,19,0,0,0,0,0,0,1,3,0,1,0,0,12,0,4,153,10,17,0,12,113,1,1,0,12,9
2021-07,109,27,16,16,8,2,0,14,32,6,8,2,242,81,57,11,1,17,0,10,22,1,7,1,14,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,145,6,17,0,12,71,0,1,0,9,4
2021-08,69,26,21,16,2,1,1,8,27,5,6,0,191,62,64,11,1,10,0,7,30,0,3,1,16,1,0,0,0,0,0,2,0,0,0,0,0,6,0,0,84,5,20,0,3,69,0,2,0,3,5
2021-09,90,24,13,18,5,1,0,9,21,3,7,2,188,66,47,11,0,13,0,5,15,1,5,2,24,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,74,5,9,0,5,74,1,0,1,7,5
2021-10,61,26,13,9,2,0,0,6,22,8,7,2,149,51,43,13,2,9,0,5,16,1,0,1,10,0,0,0,1,0,0,1,0,1,0,0,0,5,1,2,94,3,15,0,6,40,0,1,0,2,3
2021-11,72,19,16,15,3,1,0,5,26,6,5,5,179,48,42,6,0,8,0,12,22,0,5,1,18,3,1,0,0,0,0,0,0,0,0,0,0,3,0,2,97,4,13,0,10,49,1,0,0,4,2
2021-12,79,27,18,23,4,0,2,9,26,6,12,4,230,60,84,7,1,16,0,7,19,1,6,3,15,1,1,0,0,0,0,1,1,1,0,1,0,8,0,1,77,3,19,0,13,70,1,0,1,5,3
2022-01,71,26,27,17,4,1,1,9,21,16,4,4,217,74,86,8,0,9,0,3,22,2,7,3,14,0,0,0,0,0,0,5,0,0,0,0,1,6,0,2,74,1,18,0,14,87,0,0,0,8,3
2022-02,59,13,15,15,1,0,0,6,12,6,5,1,139,44,38,5,0,9,0,4,11,0,2,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,64,0,8,0,7,51,0,0,0,5,3
2022-03,80,21,20,19,0,0,0,8,15,7,5,2,139,48,50,4,2,15,0,3,20,1,3,1,21,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,54,2,10,0,3,68,1,0,0,9,3
2022-04,62,21,7,11,3,1,0,5,18,5,9,4,117,47,60,8,0,11,0,2,15,1,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,61,5,15,0,2,55,0,0,2,3,6
2022-05,66,18,15,19,0,1,1,4,19,9,2,3,165,57,45,7,0,12,0,11,14,2,3,0,10,1,0,0,0,0,0,1,0,0,0,0,0,3,2,0,68,5,18,0,5,73,0,3,1,4,5
2022-06,81,25,18,21,5,0,3,13,26,5,2,2,195,82,76,12,1,10,0,9,20,0,3,0,16,1,0,0,0,0,0,1,2,0,0,0,1,4,0,0,128,7,31,0,3,68,0,0,3,8,6
2022-07,70,16,12,9,2,0,0,12,14,8,7,5,163,56,53,6,0,8,0,8,21,0,5,3,11,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,82,6,15,0,5,58,0,0,0,3,3
2022-08,85,20,10,10,3,0,1,2,16,6,4,3,151,60,41,14,3,9,0,5,13,3,2,4,13,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,84,2,13,0,4,61,0,0,1,10,3
2022-09,67,23,10,13,9,0,0,3,22,10,7,8,165,68,56,7,0,13,0,7,15,2,2,2,18,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,85,2,17,0,4,73,0,2,1,6,2
2022-10,80,23,14,17,3,1,0,9,27,6,7,3,208,67,60,5,1,10,0,14,31,3,1,3,15,2,0,0,0,0,0,2,0,0,0,0,0,7,0,1,130,7,27,0,17,85,0,1,1,3,8
2022-11,86,30,13,19,6,1,1,8,38,14,4,6,196,89,51,13,0,9,0,16,24,2,2,3,13,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,128,7,12,0,22,87,0,0,1,9,3
2022-12,103,37,19,22,5,1,1,13,31,14,7,3,255,76,98,8,1,20,0,7,43,2,3,1,22,0,1,0,0,0,0,1,1,0,0,0,0,10,1,0,118,6,22,0,17,121,3,0,1,18,4
2023-01,104,60,31,20,7,0,0,13,31,20,7,6,285,119,150,7,1,17,0,13,24,1,7,5,25,0,0,0,0,0,0,1,1,0,0,1,0,8,0,2,134,9,32,0,17,143,0,0,1,11,8
2023-02,94,15,16,16,6,1,0,7,12,9,8,3,158,40,31,5,0,13,0,10,18,1,2,3,14,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,101,5,10,0,6,64,0,0,3,3,7
2023-03,74,25,18,16,3,0,0,6,31,6,14,1,182,70,47,10,2,15,0,5,21,0,1,2,14,2,0,0,1,0,0,1,0,1,0,0,0,4,0,1,107,9,14,0,9,76,1,3,1,5,3
2023-04,76,33,18,23,3,1,2,4,21,7,5,1,178,70,80,6,1,17,1,15,21,1,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,118,11,22,0,8,71,1,0,0,5,5
2023-05,75,23,13,23,6,0,0,4,28,3,5,0,175,52,40,5,0,12,0,8,16,0,0,4,17,1,2,0,0,0,0,0,2,0,0,0,0,8,0,1,88,6,15,0,7,87,1,2,0,6,8
2023-06,109,29,16,14,6,0,1,11,36,11,8,6,206,80,67,11,1,14,0,19,26,1,0,2,17,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,171,7,24,0,10,87,0,2,1,4,9
2023-07,94,37,15,13,5,0,0,8,41,10,7,6,179,84,70,9,0,14,0,16,24,0,2,0,19,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,120,5,22,0,8,76,0,0,1,4,5
2023-08,69,30,16,16,4,1,1,5,19,11,10,4,174,65,46,9,1,7,0,12,22,1,1,4,16,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,108,4,20,0,12,73,0,0,0,7,1
2023-09,90,46,16,26,5,1,1,8,31,15,15,4,207,104,66,9,0,13,0,14,23,1,1,2,21,1,0,0,0,0,0,1,0,0,0,0,0,6,1,1,128,6,21,0,10,102,1,1,0,9,3
2023-10,86,37,19,6,6,0,0,7,30,6,6,2,222,74,67,11,2,13,1,21,30,2,2,5,13,0,0,0,0,0,0,1,0,1,0,0,0,10,0,1,150,13,30,0,11,82,1,2,2,9,3
2023-11,96,30,17,18,5,2,0,6,39,13,10,3,224,91,54,10,0,12,0,20,23,1,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,144,7,25,0,22,64,0,0,0,3,5
2023-12,104,46,25,18,4,1,0,12,50,13,7,5,264,124,97,24,1,15,0,22,36,1,1,2,25,0,0,0,0,0,0,2,2,0,0,0,0,11,1,1,190,15,26,0,20,112,1,1,0,13,8
2024-01,136,113,66,39,8,2,0,15,77,17,16,3,441,245,170,10,0,18,2,25,33,1,12,13,29,1,2,0,0,0,0,2,0,0,0,1,0,26,1,0,226,19,47,0,34,171,1,1,0,15,8
2024-02,91,31,14,14,2,1,1,11,30,9,6,0,169,84,48,5,0,14,0,8,17,1,3,3,13,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,107,4,29,0,11,77,1,0,0,11,3
2024-03,111,33,21,12,2,0,0,10,28,10,10,1,239,80,78,10,0,17,0,44,25,2,0,1,20,1,0,0,0,0,0,1,0,0,0,0,0,8,0,2,212,16,32,0,9,78,1,0,0,6,6
2024-04,86,28,13,16,6,1,0,6,33,7,3,1,158,84,66,7,1,21,0,16,14,1,3,0,21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,116,10,25,0,10,89,0,1,0,7,9
2024-05,98,38,18,12,5,2,2,4,27,14,6,2,187,100,65,10,2,10,0,16,30,0,2,3,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,162,8,25,0,12,66,1,1,1,5,5
2024-06,124,47,19,19,5,0,1,11,44,13,6,4,236,95,101,7,1,16,0,10,23,1,1,2,18,1,0,0,0,0,0,0,0,0,0,0,0,10,0,2,159,8,44,0,11,80,0,0,1,11,5
2024-07,89,32,14,10,3,0,1,7,42,15,8,5,177,108,54,7,0,13,0,18,14,1,2,4,21,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,117,8,28,0,18,83,1,0,2,7,4
2024-08,51,40,19,14,4,0,1,2,19,9,7,1,160,102,59,2,0,9,0,9,22,1,2,3,6,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,93,9,32,0,8,59,0,0,0,6,3
2024-09,91,43,20,6,4,1,0,7,31,19,11,2,190,124,93,10,0,17,0,9,13,0,5,0,18,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,155,7,49,0,11,72,0,1,1,7,4
2024-10,67,37,18,17,5,0,0,5,28,9,4,3,193,114,95,10,1,14,0,17,19,0,1,2,10,0,0,0,0,0,0,0,0,1,0,0,0,10,1,2,213,7,52,0,15,79,0,0,0,4,4
2024-11,69,42,27,15,9,1,0,10,31,7,14,4,197,140,59,6,1,8,0,19,20,0,2,1,17,0,0,0,0,0,0,1,0,0,0,0,1,7,0,1,148,7,28,0,14,65,1,0,0,8,11
2024-12,121,107,41,28,16,2,0,5,69,24,21,10,353,294,198,14,1,26,0,41,30,1,7,6,33,1,1,0,0,0,0,1,1,0,0,0,0,20,1,2,264,17,102,1,13,146,1,0,3,17,4
2025-01,148,170,100,33,10,1,3,14,63,42,27,9,567,363,242,17,4,31,0,20,31,6,19,10,41,1,1,0,0,0,0,4,3,1,0,0,0,32,0,1,300,30,92,0,45,209,5,0,5,24,12
2025-02,60,55,18,11,5,1,0,4,21,8,10,2,168,124,70,5,0,13,0,13,9,0,3,3,22,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,141,9,43,0,11,60,0,1,2,10,8
2025-03,68,51,19,10,2,0,0,8,34,9,9,3,221,178,79,6,1,14,0,20,27,1,6,6,22,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,170,8,42,0,9,71,1,0,0,3,5
2025-04,68,72,23,15,10,0,0,8,54,7,10,3,302,166,139,14,1,13,0,50,19,1,10,2,18,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,274,15,89,0,16,75,1,1,2,10,3
2025-05,60,39,19,7,2,3,0,2,29,13,14,2,178,124,78,6,0,10,0,12,7,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,157,10,35,0,17,73,0,0,0,6,2
2025-06,97,62,28,15,9,0,0,10,44,22,18,5,264,159,113,8,0,25,0,18,22,2,6,2,26,1,0,0,0,0,0,4,0,0,0,0,0,9,0,1,220,22,61,0,12,85,1,0,1,8,8
2025-07,70,41,16,11,8,0,0,8,32,13,18,4,200,126,93,9,1,19,0,13,13,0,3,2,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,140,8,40,0,15,70,1,0,1,4,5
2025-08,63,41,15,20,2,1,1,11,39,18,12,4,189,136,81,20,0,20,0,21,11,1,2,2,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,167,11,51,0,13,69,0,0,3,5,9
2025-09,80,35,25,18,8,0,0,4,46,9,13,3,236,141,95,17,3,19,0,16,19,2,4,2,23,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,174,6,47,0,15,90,0,2,0,5,3
2025-10,105,58,24,17,4,0,0,9,52,25,18,5,259,156,176,19,0,30,0,22,19,2,6,3,29,0,0,0,0,0,0,1,1,0,0,0,0,14,0,1,238,13,122,0,13,78,1,0,4,18,4
2025-11,103,55,28,16,5,2,0,4,58,21,18,6,279,155,100,16,1,17,0,39,26,0,1,1,25,3,0,0,0,0,0,1,0,0,0,0,0,8,0,1,240,23,56,0,22,74,0,1,2,11,9
2025-12,195,88,48,30,7,0,2,13,76,40,24,6,454,271,224,18,1,45,0,42,46,1,9,3,69,1,0,0,0,0,0,0,0,0,0,0,0,25,1,1,351,30,106,0,27,213,1,1,4,24,14
2026-01,127,60,21,16,10,0,0,6,47,22,20,5,236,158,101,25,0,17,0,26,17,0,1,3,33,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,204,29,55,0,22,73,1,0,3,6,6
2026-02,73,30,14,12,4,0,1,2,27,11,10,2,145,110,68,8,0,14,1,9,11,0,2,2,18,0,0,0,0,0,0,1,1,0,0,0,0,7,1,0,136,8,44,0,8,59,0,3,1,5,3
