Date,DDoS-ALL,Phishing-ALL,Ransomware-ALL,Password Attack-ALL,Account Hijacking-ALL,Trojan-ALL,Vulnerability-ALL,Zero-day-ALL,Advanced persistent threat-ALL,Malware-ALL,Disinformation/Misinformation-ALL,Targeted Attack-ALL,Brute Force Attack-ALL,Backdoor-ALL,Botnet-ALL,Cryptojacking-ALL,Papers_MITM,Papers_DNS_Spoofing,Papers_Dropper,Papers_Insider_Threat,Papers_Adversarial_Attack,Papers_Data_Poisoning,Papers_Deepfake,Papers_Supply_Chain,Papers_IoT_Device_Attack,Papers_Session_Hijacking,Solution_BLOCKCHAIN_Papers,Solution_ACCESS_CONTROL_Papers,Solution_ENCRYPTION_Papers,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT_Papers,Solution_IDENTITY_MANAGEMENT_Papers,Solution_ML/DL_Papers,Solution_ANOMALY_DETECTION_Papers,Solution_CRYPTOGRAPHY_Papers,Solution_PENETRATION_TESTING_Papers,Solution_IDS/IPS_Papers,Solution_STATIC_ANALYSIS_Papers,Solution_DYNAMIC_ANALYSIS_Papers,Solution_MULTI_FACTOR_AUTHENTICATION_Papers,Solution_LEAST_PRIVILEGE_Papers,Solution_SESSION_MANAGEMENT_Papers,Solution_CAPTCHA_Papers,Solution_BLACKLISTING_Papers,Solution_RATE_LIMITING_Papers,Solution_GRAPHICAL_MODEL_Papers,Solution_HONEYPOT_Papers,Solution_SOFTWARE_DEFINED_NETWORK_Papers,Solution_GAME_THEORY_Papers,Solution_TRAFFIC_SHAPING_Papers,Solution_PACKET_FILTERING_Papers,Solution_BLACKHOLING_Papers,Solution_RANK_CORRELATION_Papers,Solution_STRONG_AUTHENTICATION_Papers,Solution_SSL/TLS_Papers,Solution_HTTPS_Papers,Solution_CONTINUOUS_AUTHENTICATION_Papers,Solution_IDENTITY_BASED_ENCRYPTION_Papers,Solution_DATA_SANITIZATION_Papers,Solution_OUTLIER_DETECTION_Papers,Solution_DATA_PROVENANCE_Papers,Solution_ADVERSARIAL_TRAINING_Papers,Solution_TRUSTWORTHY_AI_Papers,Solution_BAYESIAN_NETWORK_Papers,Solution_BEHAVIOR_BASED_DETECTION_Papers,Solution_FORMAL_VERIFICATION_Papers,Solution_SPLIT_MANUFACTURING_Papers,Solution_VULNERABILITY_MANAGEMENT_Papers,Solution_FILE_INTEGRITY_MONITORING_Papers,Solution_VPN_Papers,Solution_PRIVACY_PRESERVING_Papers,Solution_SECURE_BOOT_Papers,Solution_MERKLE_SIGNATURE_Papers,Solution_LIVENESS_DETECTION_Papers,Solution_3D_FACE_RECONSTRUCTION_Papers,Solution_BIOMETRICS_Papers,Solution_DIGITAL_WATERMARK_Papers,Solution_APPLICATION_WHITELISTING_Papers,Solution_DATA_BACKUPS_Papers,Solution_HIDDEN_MARKOV_MODEL_Papers,Solution_PATCH_MANAGEMENT_Papers,Solution_DATA_AUGMENTATION_Papers,Solution_DIMENSIONALITY_REDUCTION_Papers,Solution_DEFENSIVE_DISTILLATION_Papers,Solution_RRAM_Papers,Solution_SPATIAL_SMOOTHING_Papers,Solution_NOISE_INJECTION_Papers,Solution_TAINT_ANALYSIS_Papers,Solution_NETWORK_SEGMENTATION_Papers,Solution_USER_BEHAVIOR_ANALYTICS_Papers,Solution_DECEPTION_TECHNOLOGY_Papers,Solution_RISK_ASSESSMENT_Papers,Solution_DYNAMIC_RESOURCE_MANAGEMENT_Papers,Solution_SANDBOXING_Papers,Solution_DARKNET_MONITORING_Papers,Solution_VIRTUAL_KEYBOARDS_Papers,Solution_CODE_SIGNING_Papers,Solution_PUBLIC_KEY_INFRASTRUCTURE_Papers,Solution_MUTUAL_AUTHENTICATION_Papers,Solution_ONE_TIME_PASSWORD_Papers,Solution_DYNAMIC_BINARY_INSTRUMENTATION_Papers,Solution_PASSWORD_HASHING_Papers,Solution_DNSSEC_Papers,Solution_CERTIFICATE_PINNING_Papers,Solution_SECURE_SIMPLE_PAIRING_Papers,Solution_VULNERABILITY_ASSESSMENT_Papers,Solution_SIEM_Papers,Solution_STANDARDIZED_COMMUNICATION_Papers,Solution_CONTROL_FLOW_INTEGRITY_Papers,Solution_VULNERABILITY_SCANNER_Papers,Solution_PASSWORD_STRENGTH_METERS_Papers,Solution_PASSWORD_MANAGEMENT_Papers,Solution_PASSWORD_POLICY_Papers,Solution_GRAPHICAL_AUTHENTICATION_Papers,Solution_DATA_LOSS_PREVENTION_Papers,Solution_DATA_LEAKAGE_DETECTION/PREVENTION_Papers,Solution_ACTIVITY_MONITORING_Papers,Solution_MOVING_TARGET_DEFENSE_Papers,Solution_KEYSTROKE_DYNAMICS_Papers,Solution_ATTACK_TREE_Papers,Solution_DISTRIBUTED_LEDGERS_Papers,Solution_SOURCE_IDENTIFICATION_Papers,Solution_IMAGE_RECOGNITION_Papers,Solution_HYPERGAME_Papers
Jul-14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,3,0,0,0,4,0,0,0,30,76,2,1,6,6,119,2,13,5,1,1,1,0,0,0,0,1,0,0,6,0,1,0,1,0,1,0,0,3,0,1,0,0,0,3,0,2,0,0,2,0,19,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,51,0,0,0,0,0,4,10,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,1,0
Aug-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,0,2,2,1,0,26,79,1,1,9,3,107,2,11,5,2,1,0,0,2,0,0,1,0,2,4,0,0,1,0,2,1,1,0,3,0,0,0,0,0,1,0,5,1,0,0,0,20,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,0,7,8,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sep-14,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0,1,4,0,0,2,0,1,0,64,137,2,5,22,14,231,2,48,10,7,1,1,1,5,3,0,3,4,2,11,0,0,4,1,7,5,3,0,4,0,0,0,0,0,2,0,9,0,0,0,3,44,0,0,1,1,31,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,61,0,0,0,0,0,3,12,1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,1,0,0,3,2,1,0,0,2,0
Oct-14,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,0,10,0,0,5,3,0,0,2,2,0,0,57,178,0,2,23,16,285,4,63,8,4,3,1,0,2,0,0,4,7,8,5,0,1,7,1,6,5,3,1,4,0,1,0,0,0,11,0,6,0,0,0,3,26,0,1,1,0,45,0,0,1,6,0,0,1,0,0,0,0,3,0,0,0,67,0,0,0,0,1,8,14,2,1,0,1,1,0,7,1,1,1,6,0,0,0,0,0,1,0,1,3,2,0,0,0,0
Nov-14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,2,0,10,11,0,0,3,0,0,1,59,192,2,5,33,16,306,1,67,14,6,2,2,1,2,0,2,1,3,3,17,0,2,9,0,2,6,7,3,5,0,0,2,1,0,7,0,5,0,0,0,2,46,0,0,0,0,32,0,0,1,6,0,0,3,0,0,0,0,3,0,0,0,74,0,2,0,0,3,9,13,5,1,0,2,0,0,12,0,0,2,2,1,0,0,0,0,2,0,10,3,1,1,1,3,0
Dec-14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0,11,11,0,0,6,3,0,0,77,179,1,12,31,28,358,1,68,13,10,2,3,1,5,1,1,0,9,9,17,0,0,3,2,3,2,3,1,9,1,0,4,0,0,11,1,10,0,1,0,4,42,0,0,6,0,53,5,0,1,4,0,0,3,0,0,0,1,3,0,1,0,87,0,0,0,1,1,7,16,4,0,0,3,0,0,11,2,0,0,5,0,1,1,0,0,1,0,1,2,2,0,0,3,0
Jan-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,6,10,0,0,5,4,4,0,82,180,1,9,28,14,299,6,61,8,6,1,0,3,2,1,0,1,3,4,18,0,3,6,2,0,2,2,1,5,1,1,3,0,0,4,0,4,0,1,0,0,34,1,0,2,0,41,0,0,0,2,0,0,2,0,2,0,0,2,0,0,0,90,0,2,0,0,0,5,23,2,0,1,2,0,0,13,1,0,1,1,0,0,1,0,1,0,0,6,4,1,1,1,1,1
Feb-15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,1,0,43,112,1,2,16,5,186,2,23,6,5,3,0,0,0,0,0,0,1,4,18,0,0,5,0,4,1,1,1,6,1,3,0,0,0,8,0,1,0,0,0,0,19,0,1,0,0,22,2,0,2,2,1,0,1,0,2,0,0,1,0,0,0,34,0,1,0,0,0,5,7,1,0,0,0,0,0,8,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,2,0
Mar-15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,5,5,0,0,2,1,0,1,38,104,2,4,12,20,170,3,29,8,5,0,1,1,4,1,1,0,1,5,10,0,0,5,0,2,1,2,1,7,0,0,0,0,0,2,0,3,0,0,0,2,15,0,0,0,0,29,1,1,0,2,0,0,1,0,1,0,1,0,1,0,0,59,0,1,0,1,0,9,17,1,2,1,1,0,0,4,0,0,1,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0
Apr-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,2,0,0,0,2,1,1,52,128,1,4,24,13,227,0,33,11,7,1,1,0,4,1,2,2,4,4,8,0,0,4,0,3,4,2,1,8,0,2,1,0,0,5,0,5,0,0,0,0,24,0,0,3,0,21,1,0,0,4,1,0,0,0,1,0,0,2,0,1,0,54,1,1,0,0,0,7,9,1,0,0,0,0,0,3,0,0,3,0,1,1,2,0,0,0,0,0,4,1,0,0,3,0
May-15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,3,3,0,0,2,0,0,0,36,95,2,2,11,9,156,2,23,4,4,0,0,2,0,1,0,1,1,0,8,0,0,3,1,4,0,1,1,5,0,1,1,0,0,4,0,2,0,0,0,2,17,0,0,1,0,24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,3,1,0,0,0,0,0,3,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,2,0
Jun-15,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,15,0,0,3,3,0,0,6,3,2,0,64,131,0,7,27,14,223,1,29,8,7,5,2,0,2,1,2,2,1,9,17,0,1,2,0,5,4,1,3,2,0,1,2,0,0,8,0,7,1,0,0,3,19,0,0,1,0,53,1,0,0,6,0,0,1,0,1,1,0,3,1,0,0,75,0,1,0,0,0,8,6,2,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,3,0
Jul-15,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,13,0,0,5,8,1,0,2,4,0,3,60,180,0,5,31,12,302,1,52,11,8,0,3,0,5,0,4,0,4,6,28,0,3,9,0,1,6,3,0,2,1,1,1,1,0,7,0,10,0,1,0,2,41,1,0,0,1,36,2,0,0,4,1,0,1,0,0,0,0,4,0,0,0,61,0,0,0,2,0,4,15,4,1,0,0,0,1,3,5,0,4,1,0,0,1,0,1,0,1,0,1,0,0,0,4,0
Aug-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,7,3,0,0,4,4,1,0,73,202,1,10,34,16,305,5,59,16,8,2,1,1,4,2,0,1,3,8,15,2,0,3,1,5,10,5,0,3,0,2,1,0,0,8,0,2,1,0,1,3,38,0,0,1,0,40,1,0,0,7,0,0,1,0,0,0,0,4,0,0,0,79,0,3,0,0,2,12,13,4,0,1,4,0,0,6,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,5,0
Sep-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,3,9,0,0,2,4,3,0,80,209,0,5,42,21,359,2,59,18,19,4,2,0,6,0,0,2,10,14,32,0,0,6,1,6,5,3,1,7,1,1,4,0,0,8,2,7,0,0,0,3,52,1,0,2,0,47,3,0,1,3,0,0,0,0,0,0,0,3,0,1,0,73,0,1,1,0,2,12,20,7,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,1,2,1,2,2,0,0,2,0
Oct-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,14,20,0,0,3,4,1,1,91,221,0,5,39,21,340,4,60,18,17,4,1,3,2,0,2,1,8,10,17,0,3,1,1,5,6,4,3,7,1,0,1,1,0,12,0,11,0,0,0,2,47,1,0,1,0,34,1,0,1,11,0,1,5,0,0,0,1,3,0,0,0,60,0,6,0,1,0,7,11,4,1,0,1,0,0,7,1,0,5,2,0,0,3,0,0,1,1,12,3,2,0,1,5,1
Nov-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,6,4,0,0,0,4,0,0,70,151,1,5,31,20,233,4,49,9,5,1,0,0,3,0,1,3,0,5,4,0,3,8,0,1,1,2,3,2,0,2,1,1,0,9,0,5,0,1,0,1,32,0,0,1,0,34,0,0,1,3,1,0,1,0,0,0,0,3,0,0,0,68,0,0,0,1,0,6,25,2,0,0,0,0,0,3,3,1,0,3,0,0,0,0,1,3,1,0,1,0,0,0,3,0
Dec-15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,11,8,0,0,4,5,3,0,117,237,2,7,63,30,357,2,66,11,8,3,3,0,7,2,0,3,5,15,25,0,0,3,1,2,7,3,4,6,1,2,2,0,0,9,0,6,0,1,0,4,47,3,0,1,0,60,0,0,3,7,0,1,2,0,1,0,0,0,1,1,0,99,1,3,0,1,0,14,16,3,2,1,0,0,0,6,2,0,3,3,0,0,0,2,0,2,2,4,1,4,0,1,1,0
Jan-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,8,6,0,0,6,8,2,3,106,231,4,13,40,15,369,6,76,13,7,3,1,0,2,1,1,0,1,5,19,1,2,15,1,4,5,1,0,11,1,2,0,1,0,12,0,7,0,0,0,6,36,1,0,0,1,44,5,0,2,1,0,0,3,0,1,1,2,3,0,1,0,126,0,0,0,1,1,2,25,7,0,0,1,0,0,11,4,0,0,1,0,0,1,1,0,0,0,2,2,1,1,0,4,0
Feb-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,2,0,0,3,7,1,1,49,161,0,2,20,16,230,2,32,5,4,3,1,0,4,0,0,0,2,7,8,1,1,7,0,6,3,1,0,9,1,1,1,0,0,6,0,2,0,0,0,4,35,0,0,0,0,30,1,0,1,1,0,0,6,0,0,0,0,2,0,0,0,56,0,2,0,2,0,5,16,2,0,1,0,0,0,9,1,0,2,1,0,1,0,0,0,2,1,0,3,0,0,2,2,0
Mar-16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,8,10,0,0,2,6,0,1,69,204,2,7,41,22,331,6,61,11,14,3,0,1,4,0,0,1,5,9,14,0,3,14,0,1,2,1,4,6,0,2,1,1,0,8,0,10,0,0,0,3,33,0,0,1,0,46,3,0,0,1,0,0,3,0,1,0,0,2,0,0,0,67,0,1,0,0,1,8,12,3,0,0,0,0,0,4,1,0,2,5,0,0,1,0,0,0,1,5,5,2,0,0,1,0
Apr-16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,6,6,0,0,2,2,1,2,54,141,0,8,28,11,230,6,42,6,6,4,0,1,2,0,1,0,3,9,15,0,1,3,2,2,2,1,0,5,0,1,0,0,0,2,0,5,1,1,0,3,39,2,0,0,0,23,2,0,2,2,0,0,1,0,5,0,0,0,0,0,0,50,0,0,0,0,0,6,10,3,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0
May-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,4,8,0,0,1,10,0,2,73,177,2,4,30,15,238,2,29,12,10,2,0,1,6,1,2,1,4,5,12,0,0,6,0,3,2,1,1,2,0,1,0,0,0,8,0,5,1,2,0,3,35,0,0,1,0,42,1,1,0,2,0,0,1,0,5,0,0,4,0,0,0,66,0,0,0,0,0,6,12,2,0,0,0,0,0,6,0,0,2,2,0,0,3,0,0,1,1,2,2,1,0,0,3,0
Jun-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,7,0,0,5,6,1,0,71,186,1,5,44,32,298,10,50,10,7,1,1,0,4,0,0,1,2,19,21,0,0,2,0,3,2,4,2,6,0,3,1,0,0,5,0,8,0,0,0,2,29,0,0,1,0,32,2,0,2,6,0,0,2,0,2,0,0,0,0,0,0,60,0,1,0,1,0,5,16,3,1,0,0,1,1,5,0,0,4,2,0,0,0,0,0,0,2,1,4,1,0,2,3,0
Jul-16,1,3,0,0,0,1,0,0,4,1,0,3,0,0,0,0,18,1,0,8,17,0,0,3,19,0,4,107,264,3,4,60,33,443,10,88,16,5,3,1,0,7,0,1,2,5,15,27,0,1,9,0,1,5,3,1,12,0,3,0,0,0,8,0,16,0,0,0,5,63,0,0,6,0,59,1,0,0,5,0,0,0,0,3,0,1,1,0,2,0,70,3,0,0,0,0,15,30,5,0,1,0,0,0,3,2,0,2,2,0,1,3,0,1,0,0,5,2,4,0,2,3,0
Aug-16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,15,9,0,0,3,8,3,3,77,222,3,6,38,23,320,4,49,14,10,5,3,0,2,0,1,1,3,10,10,0,3,10,0,5,8,2,2,8,0,4,1,1,0,5,1,9,0,0,0,2,50,4,0,3,0,55,0,0,3,3,0,0,1,1,0,0,1,4,0,1,0,71,0,2,0,1,0,6,9,2,1,1,1,0,1,7,0,0,0,1,0,1,0,0,1,0,1,3,5,1,0,0,2,0
Sep-16,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,12,5,0,0,2,8,2,4,85,213,0,7,44,19,329,8,56,6,2,1,1,0,3,1,1,0,4,22,18,0,2,19,1,2,5,1,2,5,0,3,2,0,0,4,0,6,0,0,0,5,41,1,0,1,0,51,4,0,0,3,0,0,2,0,2,0,0,1,0,0,0,73,0,1,0,0,0,10,14,3,0,2,0,0,0,9,0,0,1,1,0,1,1,0,0,0,1,7,2,3,0,1,3,0
Oct-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,1,0,8,9,0,0,2,7,1,12,87,256,0,5,64,38,367,3,71,14,9,3,4,2,4,1,2,0,9,12,19,2,1,6,0,5,6,7,2,7,1,3,3,1,0,13,0,5,4,3,0,2,48,0,0,0,0,51,1,1,0,6,1,0,0,0,0,0,0,5,0,0,0,68,0,3,0,0,0,7,17,6,0,1,3,0,0,8,0,0,2,2,1,1,1,2,0,2,1,10,4,4,0,1,4,0
Nov-16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,8,4,0,0,2,14,1,2,98,246,0,2,52,23,419,2,73,12,5,3,0,1,0,1,1,1,5,14,20,0,2,3,0,6,7,8,3,6,0,2,1,0,0,8,0,8,1,2,0,7,50,1,0,1,0,65,2,1,1,3,0,0,3,0,3,0,1,0,1,0,0,56,0,0,0,0,2,8,20,7,0,0,1,0,1,3,2,1,1,1,0,0,0,0,0,0,0,2,1,3,1,1,3,0
Dec-16,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,8,15,0,0,2,25,1,9,103,289,0,7,70,41,444,5,94,18,6,5,0,0,10,0,2,1,6,23,26,1,2,12,2,4,8,2,7,12,0,3,1,0,0,7,0,13,0,0,0,3,64,2,0,3,0,66,2,0,0,4,1,1,1,0,0,0,0,7,2,1,0,85,0,0,1,1,1,17,33,12,0,1,2,1,0,5,1,0,0,4,0,0,0,1,0,1,3,8,3,4,2,0,3,0
Jan-17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,8,8,0,0,14,24,2,6,140,259,3,10,62,23,438,12,91,15,9,4,1,2,0,4,3,1,5,20,24,0,0,10,0,2,11,3,4,8,0,4,5,0,0,4,1,12,6,1,0,4,41,1,0,3,0,94,2,1,0,6,0,0,2,0,2,0,0,0,1,0,0,114,0,4,1,0,1,10,7,4,0,0,1,0,0,17,4,0,1,4,0,3,0,0,0,1,3,5,4,2,1,0,6,0
Feb-17,0,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,9,0,0,5,8,0,0,1,13,0,1,69,189,0,4,46,29,304,6,56,8,5,1,1,1,4,2,1,0,5,12,21,0,0,2,0,5,4,2,6,6,0,0,1,0,0,6,0,7,1,0,0,1,42,0,0,0,0,45,0,0,1,2,0,0,4,0,2,0,0,3,1,1,0,59,0,1,0,0,1,7,8,6,0,0,0,0,0,6,2,0,1,3,0,1,0,1,1,1,0,2,1,1,1,1,3,0
Mar-17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,1,0,6,6,0,0,3,20,1,9,85,215,1,6,45,19,312,3,62,14,7,3,0,0,2,0,0,0,4,19,16,0,3,8,1,4,4,0,4,2,0,0,0,1,0,2,0,8,0,1,1,2,29,1,0,1,0,42,2,0,1,3,0,0,3,0,1,0,1,1,0,1,0,73,0,1,0,0,2,6,13,4,0,1,0,0,0,4,2,0,1,2,0,0,0,1,1,1,1,6,3,3,0,1,1,0
Apr-17,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,2,9,0,0,1,15,2,7,52,184,1,7,35,18,267,1,65,9,6,0,0,0,4,1,1,1,9,4,24,0,0,6,0,1,6,5,4,3,0,1,3,0,0,8,0,7,0,0,0,2,36,0,0,0,0,33,2,0,1,1,0,0,5,0,0,0,0,1,1,0,0,51,0,2,0,0,1,5,13,4,0,0,2,0,0,6,1,0,2,2,0,0,1,1,0,3,2,9,0,3,0,0,1,0
May-17,0,0,37,1,0,0,37,0,0,37,0,1,0,0,0,0,11,0,0,5,6,0,0,9,16,0,12,65,204,4,0,44,22,332,2,49,8,5,3,3,0,1,0,0,0,2,11,15,1,0,2,0,3,3,5,3,5,0,1,1,0,0,7,1,8,2,0,0,3,29,0,0,0,0,45,1,0,1,0,2,1,0,0,2,0,0,2,0,2,0,55,0,1,0,0,0,7,14,1,0,0,0,0,0,4,0,0,3,2,0,0,1,2,0,2,1,7,2,0,1,0,2,0
Jun-17,37,1,2,0,0,0,0,0,0,40,0,0,1,0,37,0,24,1,0,20,20,1,0,4,26,1,25,100,233,3,7,81,23,396,3,77,15,12,5,4,0,4,2,1,2,5,20,38,0,0,7,0,3,8,6,4,6,0,3,1,0,0,5,0,14,0,1,0,4,53,0,0,5,0,68,2,0,1,4,0,2,4,1,4,0,2,2,0,1,0,71,0,2,0,1,1,12,14,7,0,3,1,0,0,9,3,0,2,1,0,0,0,0,0,0,3,0,4,5,3,0,7,0
Jul-17,0,6,0,0,0,0,0,0,7,2,0,0,0,0,0,0,54,3,0,11,18,0,0,5,71,3,52,206,602,1,18,183,81,880,12,190,35,21,8,3,0,11,6,0,3,17,40,40,1,6,27,0,11,11,11,5,8,0,8,4,2,0,18,3,10,3,2,0,15,122,2,0,7,2,152,3,0,0,7,0,2,12,0,4,0,1,5,0,3,0,107,1,2,0,0,3,22,27,10,0,2,1,0,0,15,8,1,3,6,0,6,0,1,0,2,2,6,5,2,6,2,12,0
Aug-17,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,11,0,0,8,11,0,0,1,14,0,11,62,168,1,4,50,14,288,2,50,19,12,0,2,0,0,1,1,1,3,15,15,0,2,5,0,1,4,2,5,4,0,0,2,0,0,13,0,7,0,1,0,0,47,2,0,0,0,23,0,0,1,5,0,2,1,0,1,0,1,3,0,2,0,55,0,2,0,0,0,9,14,1,1,0,2,0,1,9,1,0,2,1,0,0,0,1,0,0,1,2,1,1,2,2,4,0
Sep-17,1,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,15,1,0,5,4,0,0,5,25,1,28,104,254,0,5,64,22,405,3,57,20,15,4,3,0,2,0,0,1,4,21,28,0,0,4,0,4,5,4,1,5,0,2,3,0,0,7,0,13,0,1,0,4,75,1,0,1,0,39,1,0,2,4,0,1,1,0,3,0,0,5,0,0,0,88,0,1,0,0,0,7,18,3,0,2,3,0,0,5,3,0,0,2,1,1,0,0,2,0,1,4,2,6,2,1,2,0
Oct-17,0,3,2,0,0,0,3,0,0,4,0,1,0,0,0,0,22,1,0,15,21,0,0,7,42,3,28,129,347,1,8,113,41,530,2,101,16,12,3,3,1,4,5,1,3,6,28,32,0,2,7,2,3,3,4,3,11,1,4,1,3,0,12,0,12,0,0,0,7,73,0,0,5,0,62,1,1,0,7,5,3,6,0,3,1,4,5,0,1,0,106,0,1,0,0,1,12,22,5,2,1,0,2,0,6,2,0,6,1,1,4,0,2,0,2,2,21,2,0,4,1,6,0
Nov-17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,1,0,5,17,3,0,3,29,3,36,98,249,1,6,89,36,419,6,92,20,10,9,4,1,4,3,1,1,3,28,14,0,0,5,3,4,5,7,1,4,0,5,3,3,0,7,0,8,0,1,0,4,51,0,0,0,0,52,4,0,0,2,0,0,0,0,3,0,0,1,0,1,0,88,0,0,0,1,0,19,26,2,0,0,1,1,0,4,4,0,1,1,0,0,2,0,1,2,4,3,1,2,2,0,6,0
Dec-17,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,17,1,0,9,32,0,0,5,37,0,48,109,304,1,3,104,43,468,4,89,13,16,2,1,1,5,2,1,3,11,26,28,1,1,1,1,4,6,3,1,6,0,4,4,1,1,12,0,7,3,1,0,3,60,3,0,2,0,50,2,0,0,4,1,1,2,0,0,0,0,1,1,2,0,88,0,2,0,1,0,6,20,4,0,0,2,2,0,9,1,0,2,3,0,1,4,1,0,0,1,12,2,6,3,1,3,0
Jan-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,11,0,0,7,20,1,41,93,214,3,8,67,15,341,7,61,7,7,6,1,1,3,1,1,0,3,10,32,0,3,3,0,4,2,2,3,5,0,1,0,0,0,10,0,9,0,4,1,4,27,0,0,2,0,45,1,0,0,5,1,1,4,0,3,0,0,1,0,0,0,108,0,0,0,1,0,5,18,0,0,0,1,0,1,14,3,0,1,2,0,0,0,0,0,0,3,6,2,4,7,0,5,0
Feb-18,0,0,37,0,0,0,0,0,0,37,0,0,0,0,0,0,10,0,0,6,10,0,0,4,10,0,15,39,132,3,3,44,16,217,3,35,3,2,3,1,0,0,0,0,0,3,4,17,0,0,1,0,1,1,0,1,4,0,0,1,4,0,4,2,5,2,0,1,0,15,0,0,1,0,19,3,0,1,5,0,0,2,0,1,0,0,0,1,0,0,62,0,2,0,0,0,5,9,0,0,0,0,0,2,5,1,0,0,1,0,1,1,0,0,0,2,3,0,0,0,0,4,0
Mar-18,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,19,0,0,17,11,0,0,1,27,0,42,72,191,0,3,64,19,318,2,60,8,11,4,1,0,1,2,0,0,8,17,26,0,4,3,0,0,8,3,5,5,0,1,2,0,0,9,0,7,0,0,0,4,47,1,0,2,0,40,0,0,0,2,1,0,1,0,1,0,1,2,1,0,1,78,0,1,0,0,0,8,16,2,0,0,0,0,1,8,1,0,1,1,0,1,1,1,0,1,0,4,1,2,2,1,0,0
